"","system.index","index","latitude","longitude","ratio",".geo"
"2677","000000000000000019f0",6641,1.05,110.917,0.197680731,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2678","000000000000000019f1",6642,1.05,110.917,0.173377529,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2679","000000000000000019f2",6643,1.05,110.917,0.22206544,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2680","000000000000000019f3",6644,1.05,110.917,0.206678084,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2681","000000000000000019f5",6646,1.05,110.917,0.334674848,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2682","000000000000000019f6",6647,1.05,110.917,0.073789533,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2683","000000000000000019f7",6648,1.05,110.917,0.333836115,"{""type"":""Point"",""coordinates"":[110.91699949732461,1.0499979023580615]}"
"2684","0000000000000000256e",13483,-2.568435,29.21249,1.25694904,"{""type"":""Point"",""coordinates"":[29.212489575940957,-2.568433288582719]}"
"2685","000000000000000025ae",13547,21.550137,100.941656,0.232054659,"{""type"":""Point"",""coordinates"":[100.94165600818714,21.550135312438535]}"
"2686","2577",13492,-2.4433,29.243354,1.800089395,"{""type"":""Point"",""coordinates"":[29.24335547343291,-2.443301994820921]}"
"2687","000000000000000025b0",13549,21.879119,101.275885,0.245988549,"{""type"":""Point"",""coordinates"":[101.27588346854715,21.87911886995967]}"
"2688","526",1096,29.1071,119.6053,0.204812737,"{""type"":""Point"",""coordinates"":[119.6052992721028,29.107098722542762]}"
"2689","000000000000000004c5",999,25.7294,99.5038,0.062255592,"{""type"":""Point"",""coordinates"":[99.50380103709931,25.72940102017437]}"
"2690","677",1433,28.2312,110.5903,0.224223118,"{""type"":""Point"",""coordinates"":[110.59029899954282,28.231201961715442]}"
"2691","0000000000000000066c",1422,29.1026,110.909,0.221269088,"{""type"":""Point"",""coordinates"":[110.90899987003472,29.102599489579838]}"
"2692","581",1187,26.6017,118.1001,0.187316755,"{""type"":""Point"",""coordinates"":[118.10009849780475,26.601699286451552]}"
"2693","000000000000000004fa",1052,25.9088,110.1026,0.138121547,"{""type"":""Point"",""coordinates"":[110.10259819912535,25.9087995737566]}"
"2694","0000000000000000057f",1185,26.5329,108.9181,0.227265087,"{""type"":""Point"",""coordinates"":[108.9181004316922,26.53289981629794]}"
"2695","000000000000000025a4",13537,18.43771,102.977552,0.138686131,"{""type"":""Point"",""coordinates"":[102.97755223525999,18.437709531739632]}"
"2696","659",1403,26.532,110.5679,0.240695585,"{""type"":""Point"",""coordinates"":[110.56790093495138,26.531999077885146]}"
"2697","577",1177,25.5311,110.1068,0.217716115,"{""type"":""Point"",""coordinates"":[110.1067986723177,25.531100337226572]}"
"2698","0000000000000000064f",1393,25.4052,106.3666,0.20797072,"{""type"":""Point"",""coordinates"":[106.36659834980941,25.405202078083583]}"
"2699","2583",13504,2.983333333,102.3,0.176199262,"{""type"":""Point"",""coordinates"":[102.30000074839099,2.983334805201644]}"
"2700","000000000000000004fc",1054,26.5293,108.5952,0.091302291,"{""type"":""Point"",""coordinates"":[108.59519908800799,26.529301321747813]}"
"2701","000000000000000005c4",1254,23.9043,112.1085,0.193000184,"{""type"":""Point"",""coordinates"":[112.10849805341164,23.904299877201076]}"
"2702","0000000000000000062f",1361,26.0275,108.205,0.248348256,"{""type"":""Point"",""coordinates"":[108.20500099122516,26.027500843799327]}"
